kpk;per;pemployee;pcompany;ptotal;dfrom
1424;ΠΡΟΣΩΠΙΚΟ ΕΔΑΦΟΥΣ ΑΕΡΟΠΟΡΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΕΚΤΟΣ ΟΑ & ΑΕΡΟΠΛΟΙΑΣ;11,32;17,74;29,06;1/6/2022
1425;ΠΡΟΣΩΠΙΚΟ ΕΔΑΦΟΥΣ ΑΕΡΟΠΟΡΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΕΚΤΟΣ ΟΑ & ΑΕΡΟΠΛΟΙΑΣ;11,32;18,74;30,06;1/6/2022
1474;ΙΠΤ/ΝΟ ΠΡΟΣΩΠ ΟΑ & ΑΕΡΟΠΛ ΠΟΥ ΑΝΗΚΕΙ ΣΤΙΣ ΟΛΥΜΠ ΑΕΡΟΓΡ, ΠΡΟΣΩΠ ΕΔΑΦ ΟΑ & ΑΕΡΟΠΛ,ΠΡΟΣΩΠ ΑΕΡ/ΚΩΝ ΕΠΙΧ & ΤΩΝ ΟΛΥΜΠ ΑΕΡΟΓΡ(ΝΕΟΙ ΑΣΦ);13,37;21,79;35,16;1/1/2025
1475;ΙΠΤ/ΝΟ ΠΡΟΣΩΠ ΟΑ & ΑΕΡΟΠΛ ΠΟΥ ΑΝΗΚΕΙ ΣΤΙΣ ΟΛΥΜΠ ΑΕΡΟΓΡ, ΠΡΟΣΩΠ ΕΔΑΦ ΟΑ & ΑΕΡΟΠΛ,ΠΡΟΣΩΠ ΑΕΡ/ΚΩΝ ΕΠΙΧ & ΤΩΝ ΟΛΥΜΠ ΑΕΡΟΓΡ(ΝΕΟΙ ΑΣΦ);13,37;22,79;36,16;1/1/2025
1476;IΠΤ/ΝΟ ΠΡΟΣΩΠ ΟΑ & ΑΕΡΟΠΛ ΠΟΥ ΑΝΗΚΕΙ ΣΤΙΣ ΟΛΥΜΠ ΑΕΡΟΓΡ, ΠΡΟΣΩΠ ΕΔΑΦ ΟΑ & ΑΕΡΟΠΛ,ΠΡΟΣΩΠ ΑΕΡ/ΚΩΝ ΕΠΙΧ & ΤΩΝ ΟΛΥΜΠ ΑΕΡΟΓΡ(ΝΕΟΙ ΑΣΦ);11,32;17,74;29,06;1/6/2022
1477;IΠΤ/ΝΟ ΠΡΟΣΩΠ ΟΑ & ΑΕΡΟΠΛ ΠΟΥ ΑΝΗΚΕΙ ΣΤΙΣ ΟΛΥΜΠ ΑΕΡΟΓΡ, ΠΡΟΣΩΠ ΕΔΑΦ ΟΑ & ΑΕΡΟΠΛ,ΠΡΟΣΩΠ ΑΕΡ/ΚΩΝ ΕΠΙΧ & ΤΩΝ ΟΛΥΜΠ ΑΕΡΟΓΡ(ΝΕΟΙ ΑΣΦ);11,32;18,74;30,06;1/6/2022
2190;ΤΗΣ ΠΑΡ.9 ΤΟΥ ΑΡ. 39 ΤΟΥ Ν.4387/16, ΓΙΑ ΤΟΝ ΚΛΑΔΟ ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΑΠΟ 1/1/2020;3,00;3,00;6,00;1/6/2022
2307;Μέλη Διοικητικού Συμβουλίου Α.Ε. και Αγροτικών Συνεταιρισμών, εφόσον λαμβάνουν αμοιβή, με ισχύ από 1/1/2017;9,67;16,33;26,00;1/6/2022
2308;ΜΙΣΘΩΤΟΙ  ΣΥΝΤΑΚΤΕΣ ΚΑΙ ΔΙΟΙΚΗΤΙΚΟΙ  ΥΠΑΛΛΗΛΟΙ ΕΝΤΥΠΩΝ ΚΑΙ ΠΕΡΙΟΔΙΚΩΝ ΠΑΝΕΛΛΑΔΙΚΑ  ΚΑΙ ΑΝΤΑΠΟΚΡΙΤΕΣ ΞΕΝΟΥ ΤΥΠΟΥ   ΦΩΤΟΕΙΔΗΣΕΟΓΡΑΦΟΙ Ή ΦΩΤΟΡΕΠΟΡΤΕΡ   ΑΠΑΣΧΟΛΟΥΜΕΝΟΙ ΜΕ ΣΧΕΣΗ ΕΞΑΡΤΗΜΕΝΗΣ ΕΡΓΑΣΙΑΣ ΣΕ ΠΡΑΚΤΟΡΕΙΑ  ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Β΄ Δ/ΝΣΗΣ ΤΟΥ Τ. Ε.Τ.Α.Π.  Μ.Μ.Ε. (Τ. Τ.Α.Ι.Σ.Υ.Τ.) ΜΕ ΙΣΧΥ ΑΠΟ 1/1/2017  ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;15,32;17,74;33,06;1/6/2022
2309;ΜΙΣΘΩΤΟΙ   ΑΠΑΣΧΟΛΟΥΜΕΝΟΙ ΣΕ ΠΡΑΚΤΟΡΕΙΑ ΕΦΗΜΕΡΙΔΩΝ, ΔΙΑΝΟΜΗΣ ΤΥΠΟΥ ΚΑΙ ΓΙΑ ΛΟΓΑΡΙΑΣΜΟ ΦΥΣΙΚΩΝ Ή ΝΟΜΙΚΩΝ ΠΡΟΣΩΠΩΝ ΜΕ ΚΥΡΙΑ ΔΡΑΣΤΗΡΙΟΤΗΤΑ ΤΗΝ ΔΙΑΚΙΝΗΣΗ ΔΙΑΝΟΜΗ ΚΑΙ ΠΩΛΗΣΗ ΕΝΤΥΠΩΝ    ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Δ΄ Δ/ΝΣΗΣ ΤΟΥ τ. Ε.Τ.Α.Π.  Μ.Μ.Ε. (Τ. Τ.Α.Τ.Τ.Α.  Θ.) ΚΑΙ ΤΟΥ ΠΕΡΙΦΕΡΕΙΑΚΟΥ ΤΜΗΜΑΤΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ (Τ. Τ.Σ.Ε.Υ.Π. - Θ.) ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;15,32;17,74;33,06;1/6/2022
2310;"ΜΙΣΘΩΤΟI - ΣΥΝΤAΚΤΕΣ ΚΑΙ ΔΙΟΙΚΗΤΙΚΟI ΥΠAΛΛΗΛΟΙ ΤΗΛΕΟΠΤΙΚΩΝ ΚΑΙ ΡΑΔΙΟΦΩΝΙΚΩΝ ΣΤΑΘΜΩΝ, ΗΜΕΡΗΣΙΩΝ ΕΦΗΜΕΡΙΔΩΝ ΑΘΗΝΩΝ - ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΕ ΚΥΚΛΟΦΟΡΙΑ ΚΑΤΩ ΤΩΝ 3000 ΦΥΛΛΩΝ, ΕΒΔΟΜΑΔΙΑΙΩΝ ΕΦΗΜΕΡΙΔΩΝ ΑΘΗΝΩΝ - ΘΕΣΣΑΛΟΝΙΚΗΣ - ΟΙ ΟΠΟΙΟΙ ΜΈΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Α΄ Δ/ΝΣΗΣ ΤΟΥ τ. Ε.Τ.Α.Π. - Μ.Μ.Ε. (Τ. Τ.Σ.Π.Ε.Α.Θ.) ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ -  ΧΩΡΙΣ ΑΣΦΑΛΙΣΗ ΣΤΟΝ Ε.Δ.Ο.Ε.Α.Π."". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ : 2%";10,12;18,54;28,66;1/6/2022
2311;"ΜΙΣΘΩΤΟΙ - ΣΥΝΤΑΚΤΕΣ ΚΑΙ ΔΙΟΙΚΗΤΙΚΟΙ ΥΠΑΛΛΗΛΟΙ ΗΜΕΡΗΣΙΩΝ ΕΦΗΜΕΡΙΔΩΝ ΑΘΗΝΩΝ - ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΕ ΚΥΚΛΟΦΟΡΙΑ ΑΝΩ ΤΩΝ 3000 ΦΥΛΛΩΝ - ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Α΄ Δ/ΝΣΗΣ ΤΟΥ τ. Ε.Τ.Α.Π.- Μ.Μ.Ε. (Τ. Τ.Σ.Π.Ε.Α.Θ.) ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ - ΧΩΡΙΣ ΑΣΦΑΛΙΣΗ ΣΤΟΝ Ε.Δ.Ο.Ε.Α.Π."". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ : 0%";10,12;16,54;26,66;1/6/2022
2312;"ΜΙΣΘΩΤΟΙ - ΣΥΝΤΑΚΤΕΣ ΗΜΕΡΗΣΙΩΝ ΕΦΗΜΕΡΙΔΩΝ ΕΠΑΡΧΙΩΝ ΜΕΛΗ ΤΗΣ ΕΝΩΣΗΣ ΙΔΙΟΚΤΗΤΩΝ ΗΜΕΡΗΣΙΩΝ ΕΠΑΡΧΙΑΚΩΝ ΕΦΗΜΕΡΙΔΩΝ - 75% ΕΚΠΤΩΣΗ ΣΤΗΝ ΕΙΣΦΟΡΑ ΕΡΓΟΔΟΤΗ ΚΛΑΔΟΥ ΑΝΕΡΓΙΑΣ (Ν.3518/2006 ΠΑΡ.7 ΑΡΘΡΟ 39) - ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Α΄ Δ/ΝΣΗΣ ΤΟΥ τ. Ε.Τ.Α.Π.-Μ.Μ.Ε. (Τ. Τ.Σ.Π.Ε.Α.Θ.)  ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ"". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ  : 0,50%.";10,12;17,04;27,16;1/6/2022
2313;"Μισθωτοί - συντάκτες ημερησίων εφημερίδων Επαρχιών  μη μέλη της Ένωσης Ιδιοκτητών Ημερησίων Επαρχιακών Εφημερίδων - 50% έκπτωση στην εισφορά εργοδότη κλάδου ανεργίας (ν.3518/2006 παρ.7 άρθρο 39) -  μέλη της ΣΗΠΕ - οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Α΄ Δ/νσης του τ. Ε.Τ.Α.Π.- Μ.Μ.Ε. (τ. Τ.Σ.Π.Ε.Α.Θ.) - ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ"". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ  : 1%.";10,12;17,54;27,66;1/6/2022
2314;ΜΙΣΘΩΤΟΙ - ΣΥΝΤΑΚΤΕΣ ΚΑΙ ΔΙΟΙΚΗΤΙΚΟΙ ΥΠΑΛΛΗΛΟΙ ΕΝΤΥΠΩΝ ΚΑΙ ΠΕΡΙΟΔΙΚΩΝ ΠΑΝΕΛΛΑΔΙΚΑ  ΚΑΙ ΑΝΤΑΠΟΚΡΙΤΕΣ ΞΕΝΟΥ ΤΥΠΟΥ - ΦΩΤΟΕΙΔΗΣΕΟΓΡΑΦΟΙ Ή ΦΩΤΟΡΕΠΟΡΤΕΡ - ΑΠΑΣΧΟΛΟΥΜΕΝΟΙ ΜΕ ΣΧΕΣΗ ΕΞΑΡΤΗΜΕΝΗΣ ΕΡΓΑΣΙΑΣ ΣΕ ΠΡΑΚΤΟΡΕΙΑ - ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Β΄ Δ/ΝΣΗΣ ΤΟΥ τ. Ε.Τ.Α.Π. - Μ.Μ.Ε. (Τ. Τ.Α.Ι.Σ.Υ.Τ.) ΠΑΛΑΙΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;11,32;17,74;29,06;1/6/2022
2315;ΜΙΣΘΩΤΟΙ - ΤΕΧΝΙΚΟΙ ΤΥΠΟΥ ΑΘΗΝΩΝ - ΘΕΣΣΑΛΟΝΙΚΗΣ - ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Γ΄ Δ/ΝΣΗΣ ΤΟΥ τ. Ε.Τ.Α.Π. - Μ.Μ.Ε. (Τ. Τ.Α.Τ.Τ.Α. - Θ.) ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;13,72;16,54;30,26;1/6/2022
2316;ΜΙΣΘΩΤΟΙ - ΑΠΑΣΧΟΛΟΥΜΕΝΟΙ ΣΕ ΠΡΑΚΤΟΡΕΙΑ ΕΦΗΜΕΡΙΔΩΝ, ΔΙΑΝΟΜΗΣ ΤΥΠΟΥ ΚΑΙ ΓΙΑ ΛΟΓΑΡΙΑΣΜΟ ΦΥΣΙΚΩΝ Ή ΝΟΜΙΚΩΝ ΠΡΟΣΩΠΩΝ ΜΕ ΚΥΡΙΑ ΔΡΑΣΤΗΡΙΟΤΗΤΑ ΤΗΝ ΔΙΑΚΙΝΗΣΗ ΔΙΑΝΟΜΗ ΚΑΙ ΠΩΛΗΣΗ ΕΝΤΥΠΩΝ   - ΟΙ ΟΠΟΊΕΙ ΜΈΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Δ΄ Δ/ΝΣΗΣ ΤΟΥ τ. Ε.Τ.Α.Π. - Μ.Μ.Ε. (Τ. Τ.Α.Τ.Τ.Α. - Θ.) ΚΑΙ ΤΟΥ ΠΕΡΙΦΕΡΕΙΑΚΟΥ ΤΜΗΜΑΤΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ (Τ. Τ.Σ.Ε.Υ.Π. - Θ.)  ΠΑΛΑΙΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;11,32;17,74;29,06;1/6/2022
2357;MΙΣΘΩΤΟΙ  ΣΥΝΤΑΚΤΕΣ ΚΑΙ ΔΙΟΙΚΗΤΙΚΟΙ ΥΠΑΛΛΗΛΟΙ ΕΝΤΥΠΩΝ ΚΑΙ ΠΕΡΙΟΔΙΚΩΝ ΠΑΝΕΛΛΑΔΙΚΑ  ΚΑΙ ΑΝΤΑΠΟΚΡΙΤΕΣ ΞΕΝΟΥ ΤΥΠΟΥ  ΦΩΤΟΕΙΔΗΣΕΟΓΡΑΦΟΙ Η ΦΩΤΟΡΕΠΟΡΤΕΡ  ΑΠΑΣΧΟΛΟΥΜΕΝΟΙ ΜΕ ΣΧΕΣΗ ΕΞΑΡΤΗΜΕΝΗΣ ΕΡΓΑΣΙΑΣ ΣΕ ΠΡΑΚΤΟΡΕΙΑ  ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Β΄ Δ/ΝΣΗΣ ΤΟΥ Τ. Ε.Τ.Α.Π.  Μ.Μ.Ε. (Τ. Τ.Α.Ι.Σ.Υ.Τ.) ΜΕ ΙΣΧΥ ΑΠΟ 1/1/2017  ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;14,37;18,79;33,16;1/1/2025
2358;ΜΙΣΘΩΤΟΙ   ΑΠΑΣΧΟΛΟΥΜΕΝΟΙ ΣΕ ΠΡΑΚΤΟΡΕΙΑ ΕΦΗΜΕΡΙΔΩΝ, ΔΙΑΝΟΜΗΣ ΤΥΠΟΥ ΚΑΙ ΓΙΑ ΛΟΓΑΡΙΑΣΜΟ ΦΥΣΙΚΩΝ Ή ΝΟΜΙΚΩΝ ΠΡΟΣΩΠΩΝ ΜΕ ΚΥΡΙΑ ΔΡΑΣΤΗΡΙΟΤΗΤΑ ΤΗΝ ΔΙΑΚΙΝΗΣΗ ΔΙΑΝΟΜΗ ΚΑΙ ΠΩΛΗΣΗ ΕΝΤΥΠΩΝ ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Δ΄ Δ/ΝΣΗΣ ΤΟΥ τ.  Ε.Τ.Α.Π.  Μ.Μ.Ε. (Τ. Τ.Α.Τ.Τ.Α.  Θ.) ΚΑΙ ΤΟΥ ΠΕΡΙΦΕΡΕΙΑΚΟΥ ΤΜΗΜΑΤΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ (Τ. Τ.Σ.Ε.Υ.Π.  Θ.) ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;14,37;18,79;33,16;1/1/2025
2359;"Μισθωτοί - συντάκτες και διοικητικοί υπάλληλοι Τηλεοπτικών και Ραδιοφωνικών σταθμών, Ημερήσιων Εφημερίδων Αθηνών - Θεσσαλονίκης με κυκλοφορία κάτω των 3000 φύλλων, Εβδομαδιαίων Εφημερίδων Αθηνών - Θεσσαλονίκης - οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Α΄ Δ/νσης του τ. Ε.Τ.Α.Π. - Μ.Μ.Ε. (τ. Τ.Σ.Π.Ε.Α.Θ.) ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ -  Χωρίς Ασφάλιση στον Ε.Δ.Ο.Ε.Α.Π."". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ : 2%";9,17;19,59;28,76;1/1/2025
2360;"ΜΙΣΘΩΤΟΙ - ΣΥΝΤΑΚΤΕΣ ΚΑΙ ΔΙΟΙΚΗΤΙΚΟΙ ΥΠΑΛΛΗΛΟΙ ΗΜΕΡΗΣΙΩΝ ΕΦΗΜΕΡΙΔΩΝ ΑΘΗΝΩΝ - ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΕ ΚΥΚΛΟΦΟΡΙΑ ΑΝΩ ΤΩΝ 3000 ΦΥΛΛΩΝ - ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Α΄ Δ/ΝΣΗΣ ΤΟΥ τ. Ε.Τ.Α.Π.- Μ.Μ.Ε. (Τ. Τ.Σ.Π.Ε.Α.Θ.) ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ - ΧΩΡΙΣ ΑΣΦΑΛΙΣΗ ΣΤΟΝ Ε.Δ.Ο.Ε.Α.Π."". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ : 0%";9,17;17,59;26,76;1/1/2025
2361;"ΜΙΣΘΩΤΟΙ - ΣΥΝΤΑΚΤΕΣ ΗΜΕΡΗΣΙΩΝ ΕΦΗΜΕΡΙΔΩΝ ΕΠΑΡΧΙΩΝ ΜΕΛΗ ΤΗΣ ΕΝΩΣΗΣ ΙΔΙΟΚΤΗΤΩΝ ΗΜΕΡΗΣΙΩΝ ΕΠΑΡΧΙΑΚΩΝ ΕΦΗΜΕΡΙΔΩΝ - 75% ΕΚΠΤΩΣΗ ΣΤΗΝ ΕΙΣΦΟΡΑ ΕΡΓΟΔΟΤΗ  ΚΛΑΔΟΥ ΑΝΕΡΓΙΑΣ (Ν.3518/2006 ΠΑΡ.7 ΑΡΘΡΟ 39) - ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Α΄ Δ/ΝΣΗΣ ΤΟΥ τ.  Ε.Τ.Α.Π.-Μ.Μ.Ε. (Τ. Τ.Σ.Π.Ε.Α.Θ.)  ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ"". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ  : 0,50%.";9,17;18,09;27,26;1/1/2025
2362;"Μισθωτοί - συντάκτες ημερησίων εφημερίδων Επαρχιών  μη μέλη της Ένωσης Ιδιοκτητών Ημερησίων Επαρχιακών Εφημερίδων - 50% έκπτωση στην εισφορά εργοδότη κλάδου ανεργίας (ν.3518/2006 παρ.7 άρθρο 39) -  μέλη της ΣΗΠΕ - οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Α΄ Δ/νσης του τ. Ε.Τ.Α.Π.- Μ.Μ.Ε. (τ. Τ.Σ.Π.Ε.Α.Θ.) - ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ"". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ  : 1%.";9,17;18,59;27,76;1/1/2025
2363;ΜΙΣΘΩΤΟΙ - ΣΥΝΤΑΚΤΕΣ ΚΑΙ ΔΙΟΙΚΗΤΙΚΟΙ ΥΠΑΛΛΗΛΟΙ ΕΝΤΥΠΩΝ ΚΑΙ ΠΕΡΙΟΔΙΚΩΝ ΠΑΝΕΛΛΑΔΙΚΑ  ΚΑΙ ΑΝΤΑΠΟΚΡΙΤΕΣ ΞΕΝΟΥ ΤΥΠΟΥ - ΦΩΤΟΕΙΔΗΣΕΟΓΡΑΦΟΙ Ή ΦΩΤΟΡΕΠΟΡΤΕΡ - ΑΠΑΣΧΟΛΟΥΜΕΝΟΙ ΜΕ ΣΧΕΣΗ ΕΞΑΡΤΗΜΕΝΗΣ ΕΡΓΑΣΙΑΣ ΣΕ ΠΡΑΚΤΟΡΕΙΑ - ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Β΄ Δ/ΝΣΗΣ ΤΟΥ τ. Ε.Τ.Α.Π. - Μ.Μ.Ε. (Τ. Τ.Α.Ι.Σ.Υ.Τ.) ΠΑΛΑΙΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;10,37;18,79;29,16;1/1/2025
2364;ΜΙΣΘΩΤΟΙ - ΤΕΧΝΙΚΟΙ ΤΥΠΟΥ ΑΘΗΝΩΝ - ΘΕΣΣΑΛΟΝΙΚΗΣ - ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Γ΄ Δ/ΝΣΗΣ ΤΟΥ Ε.Τ.Α.Π. - Μ.Μ.Ε. (Τ. Τ.Α.Τ.Τ.Α. - Θ.) ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;12,77;17,59;30,36;1/1/2025
2365;ΜΙΣΘΩΤΟΙ - ΑΠΑΣΧΟΛΟΥΜΕΝΟΙ ΣΕ ΠΡΑΚΤΟΡΕΙΑ ΕΦΗΜΕΡΙΔΩΝ, ΔΙΑΝΟΜΗΣ ΤΥΠΟΥ ΚΑΙ ΓΙΑ ΛΟΓΑΡΙΑΣΜΟ ΦΥΣΙΚΩΝ Ή ΝΟΜΙΚΩΝ ΠΡΟΣΩΠΩΝ ΜΕ ΚΥΡΙΑ ΔΡΑΣΤΗΡΙΟΤΗΤΑ ΤΗΝ ΔΙΑΚΙΝΗΣΗ ΔΙΑΝΟΜΗ ΚΑΙ ΠΩΛΗΣΗ ΕΝΤΥΠΩΝ   - ΟΙ ΟΠΟΙΟΙ ΜΕΧΡΙ ΤΗΝ ΕΝΑΡΞΗ ΤΟΥ Ν.4387/2016 ΥΠΑΓΟΝΤΑΝ ΣΤΗΝ ΑΣΦΑΛΙΣΗ ΤΗΣ Δ΄ Δ/ΝΣΗΣ ΤΟΥ τ. Ε.Τ.Α.Π. - Μ.Μ.Ε. (Τ. Τ.Α.Τ.Τ.Α. - Θ.) ΚΑΙ ΤΟΥ ΠΕΡΙΦΕΡΕΙΑΚΟΥ ΤΜΗΜΑΤΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ (Τ. Τ.Σ.Ε.Υ.Π. - Θ.)  ΠΑΛΑΙΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;10,37;18,79;29,16;1/1/2025
2636;ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ ΠΡΟΣΩΠΙΚΟ ΚΑΘΑΡΙΟΤΗΤΑΣ ΟΤΑ;12,57;21,19;33,76;1/1/2025
2655;ΚΥΡΙΑ ΣΥΝΤΑΞΗ - ΤΙΤΛΟΙ ΚΤΗΣΗΣ ΑΡΘΡ.75 Ν.4826/21 (ΑΠΟ 1/9/2021);13,33;0,00;13,33;1/1/2020
2656;ΑΣΘΕΝΕΙΑ (ΕΙΔΟΣ & ΧΡΗΜΑ) - ΤΙΤΛΟΙ ΚΤΗΣΗΣ ΑΡΘΡ.75 Ν.4826/21 (ΑΠΟ 1/9/2021);6,95;0,00;6,95;1/1/2020
2694;ΠΟΡΟΣ ΥΠΕΡ E-ΕΦΚΑ  ΓΙΑ ΚΛΑΔΟ ΚΥΡΙΑΣ ΚΑΙ ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΓΙΑ ΣΥΝΤΑΞΙΟΥΧΟΥΣ ΜΙΣΘΩΤΟΥΣ ΚΑΙ ΥΠΑΓΟΜΕΝΟΥΣ ΣΤΙΣ ΔΙΑΤΑΞΕΙΣ ΠΑΡ.9, ΑΡ.39, 01.01.2024;10,00;0,00;10,00;1/1/2024
2695;ΠΟΡΟΣ ΥΠΕΡ E-ΕΦΚΑ  ΓΙΑ ΚΛΑΔΟ ΚΥΡΙΑΣ ΑΣΦΑΛΙΣΗΣ ΓΙΑ ΣΥΝΤΑΞΙΟΥΧΟΥΣ, 01.01.2024;7,70;0,00;7,70;1/1/2024
2696;ΠΟΡΟΣ ΥΠΕΡ E-ΕΦΚΑ  ΓΙΑ ΚΛΑΔΟ ΚΥΡΙΑΣ ΑΣΦΑΛΙΣΗΣ ΓΙΑ ΣΥΝΤΑΞΙΟΥΧΟΥΣ  ΑΜΕΙΒΟΜΕΝΟΥΣ ΜΕ ΠΑΡΑΣΤΑΤΙΚΑ ΠΑΡΕΧΟΜΕΝΩΝ ΥΠΗΡΕΣΙΩΝ, 01.01.2024;10,00;0,00;10,00;1/1/2024
